ProductID,SKUCode,ProductName,ShortDescription,Category,SubCategory,Department,Brand,ModelNumber,Color,Size,Weight,UnitOfMeasure,SupplierID,SupplierName,CountryOfOrigin,CostPrice,MRP,StandardSellingPrice,TaxPercent,ReorderLevel,LaunchDate,ProductStatus
P11749,EQAOW5HJ,Sony Men 1749,Sony Men high quality product,Clothing,Men,Electronics,Sony,M-6163,Red,XL,6.81,Piece,S778,Supplier_46,USA,3277.45,4382.85,4147.1,12,197,11-11-2023,Active
P11750,4MNXDWDK,Nike Snacks 1750,Nike Snacks high quality product,Grocery,Snacks,Fashion,Nike,M-8115,Black,NA,0.62,Piece,S247,Supplier_42,Vietnam,2257,2607.73,2825.17,18,70,01-04-2024,Active
P11751,J5HS03A2,Sony Women 1751,Sony Women high quality product,Clothing,Women,Fashion,Sony,M-7916,Gray,S,6.13,Piece,S293,Supplier_49,India,2540.07,3281.63,3038.58,5,27,15-10-2024,Active
P11752,BZ1HLUMM,Apple Watch 1752,Apple Watch high quality product,Accessories,Watch,FMCG,Apple,M-7475,Gray,XL,4.83,Piece,S298,Supplier_44,China,4190.44,6246.32,4554.6,5,193,02-11-2025,Active
P11753,H75NJMAW,Samsung Tablet 1753,Samsung Tablet high quality product,Electronics,Tablet,Fashion,Samsung,M-2415,Gray,M,5.37,Piece,S134,Supplier_24,Vietnam,4971.93,6605.14,5224.16,18,168,04-01-2026,Active
P11754,5J53HR3T,Lenovo Sunglasses 1754,Lenovo Sunglasses high quality product,Accessories,Sunglasses,FMCG,Lenovo,M-4931,Black,M,0.7,Piece,S636,Supplier_24,USA,2721.64,3316.81,3342.16,12,63,23-08-2024,Active
P11755,V51YYPZC,Apple Beverages 1755,Apple Beverages high quality product,Grocery,Beverages,Fashion,Apple,M-4158,Green,M,5.01,Piece,S195,Supplier_5,Vietnam,2800.51,3280.78,3228.91,12,38,28-11-2024,Active
P11756,NOX01CBO,Nike Men 1756,Nike Men high quality product,Clothing,Men,Electronics,Nike,M-8352,Black,S,8.43,Piece,S143,Supplier_29,Vietnam,2820.14,4097.51,3406.87,12,29,15-01-2025,Active
P11757,LO9BG8MA,Apple Snacks 1757,Apple Snacks high quality product,Grocery,Snacks,FMCG,Apple,M-5341,White,XL,1.26,Piece,S155,Supplier_41,China,1161.89,1690.53,1465.84,18,78,26-12-2023,Active
P11758,HOH61MM8,Dell Bag 1758,Dell Bag high quality product,Accessories,Bag,Electronics,Dell,M-2216,Black,NA,8.04,Piece,S605,Supplier_11,USA,4484.09,4946.42,5378.36,5,108,11-11-2023,Active
P11759,MN3HMRT5,Nike Snacks 1759,Nike Snacks high quality product,Grocery,Snacks,Electronics,Nike,M-9656,Green,NA,3.53,Piece,S327,Supplier_24,USA,1268.26,1448.21,1565.41,12,168,18-04-2025,Active
P11760,8BLVDD0B,Nike Tablet 1760,Nike Tablet high quality product,Electronics,Tablet,Electronics,Nike,M-1114,Blue,M,4.74,Piece,S240,Supplier_22,India,282.13,417.44,352.98,12,10,09-10-2025,Active
P11761,BMKKY34O,Dell Watch 1761,Dell Watch high quality product,Accessories,Watch,FMCG,Dell,M-3316,Blue,M,6.71,Piece,S173,Supplier_18,China,4915.68,5425.57,5174.4,5,36,01-08-2024,Active
P11762,IDPOND7L,Sony Mobile 1762,Sony Mobile high quality product,Electronics,Mobile,Fashion,Sony,M-5811,Gray,NA,2.85,Piece,S519,Supplier_47,India,2943.21,3475.11,3295.07,12,143,21-05-2024,Active
P11763,T0TIZ48K,Puma Household 1763,Puma Household high quality product,Grocery,Household,Fashion,Puma,M-8100,Blue,XL,7.8,Piece,S554,Supplier_38,Germany,2364.13,2748.28,2878.32,18,95,05-11-2024,Active
P11764,X20MBT0K,Samsung Beverages 1764,Samsung Beverages high quality product,Grocery,Beverages,FMCG,Samsung,M-4815,Gray,NA,7.24,Piece,S106,Supplier_49,India,2973.29,3603.95,3537.19,12,94,19-10-2023,Active
P11765,N3R79WZH,Adidas Men 1765,Adidas Men high quality product,Clothing,Men,Electronics,Adidas,M-2616,White,NA,1.03,Piece,S290,Supplier_18,USA,4931.92,5785.88,5877.77,12,10,06-08-2023,Active
P11766,AYI79EYB,HP Tablet 1766,HP Tablet high quality product,Electronics,Tablet,Fashion,HP,M-2925,White,XL,1.67,Piece,S235,Supplier_16,China,2231.92,2618.94,2597.07,18,15,08-07-2023,Active
P11767,X8IUQEDS,Samsung Men 1767,Samsung Men high quality product,Clothing,Men,FMCG,Samsung,M-4457,Red,XL,9.87,Piece,S415,Supplier_44,Germany,2812.38,3791.3,3382.72,18,128,05-08-2025,Active
P11768,QMNF9HJC,Puma Women 1768,Puma Women high quality product,Clothing,Women,FMCG,Puma,M-4402,Black,XL,1.54,Piece,S577,Supplier_33,Germany,1632.05,2265.04,1925.67,12,135,01-07-2024,Active
P11769,KAFEVKVT,Nestle Snacks 1769,Nestle Snacks high quality product,Grocery,Snacks,Electronics,Nestle,M-3534,Red,L,4.75,Piece,S699,Supplier_12,China,3234.27,4071.32,3812.53,12,175,19-03-2024,Active
P11770,B9JLDN2O,Nike Mobile 1770,Nike Mobile high quality product,Electronics,Mobile,FMCG,Nike,M-5588,Red,M,4.16,Piece,S933,Supplier_11,India,582.76,744.11,754.94,12,31,20-08-2024,Active
P11771,0P1RUXSH,Puma Accessory 1771,Puma Accessory high quality product,Electronics,Accessory,FMCG,Puma,M-5692,Blue,S,2.85,Piece,S359,Supplier_24,Vietnam,180.5,217.27,213.39,12,139,23-11-2025,Active
P11772,W0B9UT3I,Lenovo Women 1772,Lenovo Women high quality product,Clothing,Women,Electronics,Lenovo,M-7696,Gray,M,7.04,Piece,S688,Supplier_15,China,3741.29,4211.5,4085.41,18,114,29-10-2023,Active
P11773,1KJRDM2F,Nestle Snacks 1773,Nestle Snacks high quality product,Grocery,Snacks,Electronics,Nestle,M-3768,Red,L,1.74,Piece,S684,Supplier_7,Vietnam,4872.27,7207.57,6190.84,5,189,08-05-2025,Active
P11774,PODH0G0P,Lenovo Bag 1774,Lenovo Bag high quality product,Accessories,Bag,Electronics,Lenovo,M-5276,Gray,M,4.63,Piece,S707,Supplier_20,Germany,3584.72,5120.36,4614.63,18,182,23-01-2024,Active
P11775,R81WCGN4,Sony Men 1775,Sony Men high quality product,Clothing,Men,FMCG,Sony,M-4921,Black,M,0.3,Piece,S672,Supplier_10,China,2081.47,2845.44,2670.38,18,115,18-06-2023,Active
P11776,P6RY25XJ,Lenovo Kids 1776,Lenovo Kids high quality product,Clothing,Kids,FMCG,Lenovo,M-2081,Gray,M,3.39,Piece,S478,Supplier_43,Germany,1698.74,2144.59,2176.91,5,117,16-09-2023,Active
P11777,M0ZKLV78,Nike Sunglasses 1777,Nike Sunglasses high quality product,Accessories,Sunglasses,Electronics,Nike,M-4287,Red,M,3.6,Piece,S453,Supplier_40,India,2698.68,3028.13,2990.55,5,66,10-11-2024,Active
P11778,IRJWMNS6,Dell Watch 1778,Dell Watch high quality product,Accessories,Watch,Electronics,Dell,M-8632,White,S,4.85,Piece,S908,Supplier_13,USA,2460.52,3328.24,2896.59,12,171,13-09-2023,Active
P11779,1YZ9MKLY,Sony Tablet 1779,Sony Tablet high quality product,Electronics,Tablet,Electronics,Sony,M-5104,Blue,XL,5.9,Piece,S879,Supplier_36,China,4492.85,4960.16,5206.39,12,10,31-12-2024,Active
P11780,E3PK4ZBG,Puma Watch 1780,Puma Watch high quality product,Accessories,Watch,FMCG,Puma,M-9344,Black,S,3.73,Piece,S103,Supplier_3,India,2825.53,3231.23,3639.78,12,77,03-02-2025,Active
P11781,37NJX47Q,Dell Watch 1781,Dell Watch high quality product,Accessories,Watch,Electronics,Dell,M-1986,Gray,M,6.74,Piece,S150,Supplier_28,USA,172.82,249.92,194.59,5,170,16-11-2023,Active
P11782,KGZFYHG6,Nestle Beverages 1782,Nestle Beverages high quality product,Grocery,Beverages,Fashion,Nestle,M-4089,Gray,M,7,Piece,S200,Supplier_19,USA,4862.27,6060.97,6191.63,18,129,02-02-2025,Active
P11783,5OIUTEQ9,Dell Sunglasses 1783,Dell Sunglasses high quality product,Accessories,Sunglasses,FMCG,Dell,M-1535,Black,L,8.75,Piece,S445,Supplier_8,Vietnam,2365.68,3403.48,2872.55,5,106,15-08-2023,Active
P11784,VRZRC2YI,Dell Accessory 1784,Dell Accessory high quality product,Electronics,Accessory,Electronics,Dell,M-3239,Blue,XL,2.14,Piece,S765,Supplier_29,Germany,3099.65,4110.6,3612.95,12,18,17-12-2023,Active
P11785,1A2S7PTP,Samsung Household 1785,Samsung Household high quality product,Grocery,Household,FMCG,Samsung,M-8733,Black,S,4.59,Piece,S952,Supplier_27,Germany,1069.15,1487.13,1380.73,5,133,17-09-2025,Active
P11786,O8EP12BW,Puma Women 1786,Puma Women high quality product,Clothing,Women,Electronics,Puma,M-1293,Gray,NA,3.92,Piece,S477,Supplier_46,Vietnam,593.46,682.14,733.35,5,114,16-07-2025,Active
P11787,MU32Z7KT,Samsung Mobile 1787,Samsung Mobile high quality product,Electronics,Mobile,Fashion,Samsung,M-2458,White,S,8.54,Piece,S630,Supplier_7,USA,3426.96,4215.46,4319.1,5,86,09-12-2024,Active
P11788,A9PZT7B3,Dell Women 1788,Dell Women high quality product,Clothing,Women,Fashion,Dell,M-7205,Gray,NA,0.38,Piece,S589,Supplier_8,India,230.72,324.68,258.17,12,124,29-11-2025,Active
P11789,P9TJXIIL,Lenovo Tablet 1789,Lenovo Tablet high quality product,Electronics,Tablet,Fashion,Lenovo,M-2185,Blue,NA,4.51,Piece,S138,Supplier_44,USA,3954.7,5039.45,4578.99,18,92,04-01-2026,Active
P11790,FDB16UQO,Sony Laptop 1790,Sony Laptop high quality product,Electronics,Laptop,FMCG,Sony,M-9421,Blue,L,8.7,Piece,S316,Supplier_46,Germany,3559.71,4605.79,4147.27,12,113,08-10-2023,Active
P11791,N8H43R3K,Sony Snacks 1791,Sony Snacks high quality product,Grocery,Snacks,Fashion,Sony,M-7038,Black,L,9.43,Piece,S825,Supplier_8,USA,3140.94,3605.84,3625.84,12,126,22-03-2025,Active
P11792,P42COGE6,Apple Laptop 1792,Apple Laptop high quality product,Electronics,Laptop,FMCG,Apple,M-6846,White,XL,4.54,Piece,S313,Supplier_26,Vietnam,1689.21,2425.24,1922.5,18,105,05-09-2025,Active
P11793,ARL49GR7,Nike Snacks 1793,Nike Snacks high quality product,Grocery,Snacks,Electronics,Nike,M-1693,Black,XL,4.96,Piece,S977,Supplier_9,Germany,3176.27,4714.36,3808.14,18,18,04-04-2025,Active
P11794,R486KVD1,Sony Tablet 1794,Sony Tablet high quality product,Electronics,Tablet,Fashion,Sony,M-2595,Red,S,1,Piece,S185,Supplier_32,USA,3724.78,4725.57,4621.89,12,63,10-02-2025,Active
P11795,DCBRT3W5,Nestle Household 1795,Nestle Household high quality product,Grocery,Household,FMCG,Nestle,M-3738,Red,NA,2.38,Piece,S771,Supplier_29,China,1579.11,1996.64,1936.24,18,118,23-01-2025,Active
P11796,IXFLQN5T,Adidas Sunglasses 1796,Adidas Sunglasses high quality product,Accessories,Sunglasses,Fashion,Adidas,M-3939,Black,M,8.39,Piece,S167,Supplier_38,USA,3612.6,4663.5,4549.3,5,17,09-10-2025,Active
P11797,LPYNOFC8,Apple Household 1797,Apple Household high quality product,Grocery,Household,Fashion,Apple,M-9729,Gray,XL,9.55,Piece,S508,Supplier_16,Vietnam,2713.61,3910.74,3358.99,18,12,26-12-2025,Active
P11798,54AHYYEW,Puma Accessory 1798,Puma Accessory high quality product,Electronics,Accessory,FMCG,Puma,M-4838,Green,L,4.68,Piece,S260,Supplier_10,Germany,4804.75,5704.85,5468.98,18,115,17-06-2024,Active
P11799,6IQ0GILE,Sony Mobile 1799,Sony Mobile high quality product,Electronics,Mobile,Fashion,Sony,M-7738,Blue,XL,8.69,Piece,S131,Supplier_6,USA,651.73,764.49,800.36,12,58,20-08-2023,Active
P11800,S6ENWKY9,Samsung Snacks 1800,Samsung Snacks high quality product,Grocery,Snacks,Electronics,Samsung,M-7570,Red,L,2.37,Piece,S447,Supplier_5,China,1512.05,1904.09,1629.66,5,137,17-08-2024,Active
P11801,1VYDTQZ5,Puma Accessory 1801,Puma Accessory high quality product,Electronics,Accessory,Electronics,Puma,M-2492,Gray,NA,2.97,Piece,S277,Supplier_40,USA,962.4,1223.19,1161.67,5,45,30-10-2025,Active
P11802,ATR6Q00H,Apple Bag 1802,Apple Bag high quality product,Accessories,Bag,FMCG,Apple,M-1923,Gray,L,7.22,Piece,S912,Supplier_34,Vietnam,3543.48,4003.17,4413.5,12,130,17-08-2024,Active
P11803,4WUOKKYC,HP Household 1803,HP Household high quality product,Grocery,Household,Fashion,HP,M-7199,Blue,L,0.9,Piece,S899,Supplier_42,India,205.87,266.6,242.38,12,186,20-08-2024,Active
P11804,X98NIC7R,Puma Kids 1804,Puma Kids high quality product,Clothing,Kids,Fashion,Puma,M-9531,Green,XL,8.4,Piece,S245,Supplier_23,Germany,2594.16,3876.36,2969.23,18,23,14-09-2023,Active
P11805,XPVK1SP1,Dell Accessory 1805,Dell Accessory high quality product,Electronics,Accessory,Electronics,Dell,M-5422,White,XL,3.74,Piece,S220,Supplier_38,India,458.22,670.84,558.92,5,121,20-11-2025,Active
P11806,1KXJMBHI,Samsung Accessory 1806,Samsung Accessory high quality product,Electronics,Accessory,Fashion,Samsung,M-5012,Green,S,0.55,Piece,S169,Supplier_16,Germany,4243.74,4685.2,5445.41,12,69,27-06-2025,Active
P11807,9W4RZQ4Q,Apple Watch 1807,Apple Watch high quality product,Accessories,Watch,Electronics,Apple,M-7892,Red,S,2.57,Piece,S321,Supplier_44,USA,3597.64,4537.83,4133.03,5,152,24-12-2025,Active
P11808,8AGNRLQF,Samsung Kids 1808,Samsung Kids high quality product,Clothing,Kids,Electronics,Samsung,M-2518,Gray,XL,3.8,Piece,S278,Supplier_18,Vietnam,153.93,169.36,189.62,5,137,07-07-2025,Active
P11809,QBZ2ZNYS,Adidas Snacks 1809,Adidas Snacks high quality product,Grocery,Snacks,FMCG,Adidas,M-9001,Red,S,5.49,Piece,S379,Supplier_4,India,773.95,998.42,846.86,5,46,21-08-2025,Active
P11810,QIJDW0Y6,HP Sunglasses 1810,HP Sunglasses high quality product,Accessories,Sunglasses,FMCG,HP,M-7705,Blue,XL,5.93,Piece,S410,Supplier_48,India,3920.37,5050.6,4427.08,18,143,03-05-2025,Active
P11811,41V0J7W1,Nike Mobile 1811,Nike Mobile high quality product,Electronics,Mobile,FMCG,Nike,M-3140,Gray,NA,3.79,Piece,S873,Supplier_8,Germany,1915.14,2592.19,2178.69,18,164,17-08-2025,Active
P11812,E6M6XGLH,Sony Snacks 1812,Sony Snacks high quality product,Grocery,Snacks,Electronics,Sony,M-2161,Green,L,1.02,Piece,S473,Supplier_1,Germany,444.96,663.36,477.23,5,139,22-02-2024,Active
P11813,YRMUP0UH,Apple Men 1813,Apple Men high quality product,Clothing,Men,Fashion,Apple,M-6865,Black,L,0.16,Piece,S684,Supplier_16,Vietnam,783.3,949.49,1012.84,18,15,07-08-2023,Active
P11814,MPT3NY7W,Sony Women 1814,Sony Women high quality product,Clothing,Women,Electronics,Sony,M-8489,Black,L,7.85,Piece,S346,Supplier_37,USA,1646.07,1829.56,1933.32,5,129,11-11-2024,Active
P11815,8WUE65TS,Adidas Men 1815,Adidas Men high quality product,Clothing,Men,Electronics,Adidas,M-7223,Green,NA,2.28,Piece,S991,Supplier_10,Vietnam,4647.34,5657.45,5406.94,5,147,07-06-2023,Active
P11816,LLCFGIP1,Samsung Snacks 1816,Samsung Snacks high quality product,Grocery,Snacks,Fashion,Samsung,M-5238,Black,S,6.51,Piece,S907,Supplier_7,Vietnam,1628.49,2412.8,1801.42,12,144,28-12-2023,Active
P11817,KIXJNTRX,Adidas Mobile 1817,Adidas Mobile high quality product,Electronics,Mobile,Fashion,Adidas,M-5880,White,M,8.77,Piece,S123,Supplier_30,India,3212.35,4651.29,3919.12,5,18,30-11-2025,Active
P11818,9K18RCX2,Dell Men 1818,Dell Men high quality product,Clothing,Men,Fashion,Dell,M-4310,Red,NA,8.24,Piece,S736,Supplier_15,China,1893.37,2326.71,2173.41,5,38,10-12-2025,Active
P11819,BDH6K20H,HP Sunglasses 1819,HP Sunglasses high quality product,Accessories,Sunglasses,FMCG,HP,M-2725,Gray,M,3.02,Piece,S377,Supplier_5,Vietnam,1699.6,2159.92,1806.71,18,130,21-10-2024,Active
P11820,D0XT5BCR,Nike Accessory 1820,Nike Accessory high quality product,Electronics,Accessory,Electronics,Nike,M-1217,Green,XL,7.72,Piece,S277,Supplier_18,Vietnam,815.56,1162.49,880.39,18,87,30-09-2023,Active
P11821,WHK6S5AH,Lenovo Beverages 1821,Lenovo Beverages high quality product,Grocery,Beverages,Electronics,Lenovo,M-5009,Black,S,2.22,Piece,S945,Supplier_27,Vietnam,3568.61,4137.11,4091.96,12,65,01-03-2025,Active
P11822,HQGEN92K,Lenovo Sunglasses 1822,Lenovo Sunglasses high quality product,Accessories,Sunglasses,FMCG,Lenovo,M-3900,Red,S,3.08,Piece,S261,Supplier_30,China,4680.01,6489.19,5065.65,18,161,11-08-2023,Active
P11823,EF1ILCPQ,Lenovo Sunglasses 1823,Lenovo Sunglasses high quality product,Accessories,Sunglasses,Electronics,Lenovo,M-7991,Gray,M,6.84,Piece,S636,Supplier_6,USA,1031.97,1411.9,1105.2,12,82,20-04-2024,Active
P11824,78PX5SNE,Puma Sunglasses 1824,Puma Sunglasses high quality product,Accessories,Sunglasses,Fashion,Puma,M-5067,White,NA,8.56,Piece,S657,Supplier_49,Germany,2728.35,3192.28,3398.07,18,34,23-11-2025,Active
P11825,FPSY6J6H,Apple Mobile 1825,Apple Mobile high quality product,Electronics,Mobile,Fashion,Apple,M-3146,Blue,M,0.67,Piece,S969,Supplier_11,Vietnam,1613.14,2376.74,1754.13,5,68,23-07-2025,Active
P11826,ZHKDJ6QH,Sony Beverages 1826,Sony Beverages high quality product,Grocery,Beverages,Fashion,Sony,M-2735,Blue,S,3.32,Piece,S836,Supplier_6,India,1299.28,1469.77,1497.01,12,17,02-10-2023,Active
P11827,70EKUZJ3,Samsung Bag 1827,Samsung Bag high quality product,Accessories,Bag,FMCG,Samsung,M-9355,Black,XL,6.82,Piece,S851,Supplier_17,Vietnam,1503.39,1894.65,1583.8,5,97,27-10-2024,Active
P11828,WMNYOBI4,Puma Beverages 1828,Puma Beverages high quality product,Grocery,Beverages,FMCG,Puma,M-5865,Red,NA,6.1,Piece,S168,Supplier_4,China,230.17,254.05,245.37,18,95,02-09-2025,Active
P11829,XSRS00D2,HP Women 1829,HP Women high quality product,Clothing,Women,Electronics,HP,M-3671,Black,M,3.15,Piece,S702,Supplier_40,Vietnam,335.18,458.73,405.54,12,193,15-11-2025,Active
P11830,L1EQ5FT6,HP Snacks 1830,HP Snacks high quality product,Grocery,Snacks,Fashion,HP,M-9960,White,XL,4.64,Piece,S808,Supplier_45,Germany,3679.85,5496.13,4290.48,18,52,19-08-2023,Active
P11831,HXPJUUZ6,Nike Snacks 1831,Nike Snacks high quality product,Grocery,Snacks,Electronics,Nike,M-4837,Blue,NA,8.55,Piece,S339,Supplier_49,India,3370.55,4156.15,4007.11,18,171,30-07-2024,Active
P11832,YDC4E9JF,Samsung Household 1832,Samsung Household high quality product,Grocery,Household,Fashion,Samsung,M-3994,White,XL,3.49,Piece,S992,Supplier_3,China,3724.7,5037.1,4052.75,18,58,13-06-2025,Active
P11833,NZM1DDB3,Apple Mobile 1833,Apple Mobile high quality product,Electronics,Mobile,Fashion,Apple,M-4379,White,S,5.74,Piece,S892,Supplier_32,USA,3629.91,5266.6,4604.96,12,130,19-09-2024,Active
P11834,TYO4M6FG,Nike Sunglasses 1834,Nike Sunglasses high quality product,Accessories,Sunglasses,Electronics,Nike,M-6174,Red,L,0.48,Piece,S249,Supplier_14,Vietnam,1726.7,2554.83,1987.63,18,58,20-08-2023,Active
P11835,US7AWDGJ,Nestle Tablet 1835,Nestle Tablet high quality product,Electronics,Tablet,Fashion,Nestle,M-8297,Blue,S,6.72,Piece,S767,Supplier_8,India,4308.02,5247.52,5209.86,18,146,20-04-2025,Active
P11836,142KNXHF,Puma Mobile 1836,Puma Mobile high quality product,Electronics,Mobile,Electronics,Puma,M-9501,Blue,L,4.7,Piece,S102,Supplier_16,Germany,3494.24,5100.73,4491.94,12,97,21-06-2023,Active
P11837,MO3UUQMS,Nike Kids 1837,Nike Kids high quality product,Clothing,Kids,Electronics,Nike,M-4489,Black,NA,6.04,Piece,S913,Supplier_41,USA,302.92,391.73,374.98,18,77,26-08-2023,Active
P11838,NJEYXWHJ,Apple Mobile 1838,Apple Mobile high quality product,Electronics,Mobile,FMCG,Apple,M-4408,Green,NA,9.42,Piece,S306,Supplier_41,USA,1080.72,1236.98,1381.45,12,192,11-06-2023,Active
P11839,96OR9IA2,Sony Sunglasses 1839,Sony Sunglasses high quality product,Accessories,Sunglasses,Electronics,Sony,M-2208,Blue,M,3.71,Piece,S512,Supplier_18,India,2313.29,2641.35,2618.26,18,130,30-07-2025,Active
P11840,0C7IOAVV,Nestle Sunglasses 1840,Nestle Sunglasses high quality product,Accessories,Sunglasses,FMCG,Nestle,M-1619,Red,M,1.46,Piece,S507,Supplier_22,USA,1227.74,1599.15,1445.06,5,32,10-06-2023,Active
P11841,Y3A5C8BI,Apple Bag 1841,Apple Bag high quality product,Accessories,Bag,FMCG,Apple,M-6753,Green,NA,2.14,Piece,S999,Supplier_24,USA,2275.36,3069.7,2672.19,18,100,05-12-2024,Active
P11842,NMMAS3XC,Puma Tablet 1842,Puma Tablet high quality product,Electronics,Tablet,Electronics,Puma,M-6039,White,M,6.58,Piece,S115,Supplier_39,Germany,4458.9,5786.76,5129.32,18,59,30-01-2024,Active
P11843,927LXUW2,Puma Sunglasses 1843,Puma Sunglasses high quality product,Accessories,Sunglasses,Fashion,Puma,M-1712,Black,M,6.97,Piece,S433,Supplier_44,USA,3808.12,4664.04,4157.01,18,132,26-10-2023,Active
P11844,Y4A6DWH0,Sony Watch 1844,Sony Watch high quality product,Accessories,Watch,Electronics,Sony,M-3653,Black,M,2.58,Piece,S525,Supplier_17,India,3320.04,4318.51,3491.13,5,156,28-07-2024,Active
P11845,YRY9NKR2,Nike Household 1845,Nike Household high quality product,Grocery,Household,FMCG,Nike,M-3122,Green,S,2.84,Piece,S360,Supplier_47,Germany,837.08,1092.35,938.02,5,190,29-03-2025,Active
P11846,602JLO4S,Lenovo Beverages 1846,Lenovo Beverages high quality product,Grocery,Beverages,Electronics,Lenovo,M-9731,Black,L,0.77,Piece,S125,Supplier_16,China,2375.26,3028.8,2760.86,5,114,24-09-2023,Active
P11847,VFZEB5WJ,HP Bag 1847,HP Bag high quality product,Accessories,Bag,FMCG,HP,M-3538,Gray,XL,2.44,Piece,S449,Supplier_35,Germany,2652.34,3662.56,3021.6,12,73,03-10-2024,Active
P11848,O13RYOJE,Dell Beverages 1848,Dell Beverages high quality product,Grocery,Beverages,Fashion,Dell,M-8155,Blue,S,8.67,Piece,S532,Supplier_5,Vietnam,4396.71,6264.08,4878.36,12,194,28-10-2024,Active
P11849,6WVDZ972,Nike Watch 1849,Nike Watch high quality product,Accessories,Watch,FMCG,Nike,M-2937,Blue,L,9.57,Piece,S645,Supplier_44,India,1901.28,2834.94,2080.65,12,159,28-06-2024,Active
P11850,B5ZLS1HL,Adidas Beverages 1850,Adidas Beverages high quality product,Grocery,Beverages,Electronics,Adidas,M-3871,Red,S,3.84,Piece,S900,Supplier_48,USA,454.59,637.74,523.65,18,183,26-08-2023,Active
P11851,FZXWHOH2,HP Sunglasses 1851,HP Sunglasses high quality product,Accessories,Sunglasses,FMCG,HP,M-2859,White,M,3.64,Piece,S451,Supplier_30,USA,1795.76,2380.33,2071.74,5,33,11-11-2024,Active
P11852,GHM8ZXLF,Nike Bag 1852,Nike Bag high quality product,Accessories,Bag,Electronics,Nike,M-8646,Black,XL,9.93,Piece,S133,Supplier_14,India,4828.04,6001.82,5584.26,18,120,02-12-2024,Active
P11853,UY9HW5HX,Samsung Beverages 1853,Samsung Beverages high quality product,Grocery,Beverages,Electronics,Samsung,M-3912,Green,XL,4.6,Piece,S311,Supplier_24,USA,4690.98,5431.86,5705.15,18,184,05-03-2025,Active
P11854,F4BOEC6G,Lenovo Kids 1854,Lenovo Kids high quality product,Clothing,Kids,Electronics,Lenovo,M-6410,Red,XL,4.64,Piece,S529,Supplier_10,Vietnam,1927.82,2712.86,2408.59,18,72,12-07-2025,Active
P11855,425CB196,HP Tablet 1855,HP Tablet high quality product,Electronics,Tablet,FMCG,HP,M-7995,White,S,2.79,Piece,S440,Supplier_42,Germany,3364.06,4913.16,3611.74,18,115,14-07-2024,Active
P11856,IYD5J5TX,Nike Laptop 1856,Nike Laptop high quality product,Electronics,Laptop,FMCG,Nike,M-8999,Blue,M,6.57,Piece,S900,Supplier_50,USA,324.27,402.99,406.36,12,122,21-03-2025,Active
P11857,YPRJ1IUZ,Sony Men 1857,Sony Men high quality product,Clothing,Men,Electronics,Sony,M-4795,Red,M,7.5,Piece,S614,Supplier_14,Vietnam,1951.4,2865.64,2298.09,18,152,03-01-2025,Active
P11858,VGY3RUSN,Nestle Snacks 1858,Nestle Snacks high quality product,Grocery,Snacks,Fashion,Nestle,M-5531,Gray,L,4.3,Piece,S986,Supplier_29,Vietnam,323.44,364.2,365.41,12,173,02-11-2025,Active
P11859,CA9XJX0C,Samsung Kids 1859,Samsung Kids high quality product,Clothing,Kids,Electronics,Samsung,M-9546,White,NA,3.21,Piece,S976,Supplier_15,Vietnam,1628.07,1855.21,2006.5,5,41,11-10-2023,Active
P11860,LAO84Y80,Adidas Bag 1860,Adidas Bag high quality product,Accessories,Bag,Fashion,Adidas,M-8504,Gray,S,4.09,Piece,S379,Supplier_20,Germany,2285,2583.14,2837.74,12,33,19-05-2024,Active
P11861,LVCZS4IO,Dell Mobile 1861,Dell Mobile high quality product,Electronics,Mobile,Electronics,Dell,M-1818,White,NA,3.19,Piece,S396,Supplier_1,India,2255.2,2567.05,2586.56,18,165,29-02-2024,Active
P11862,NJHYAGO4,Adidas Women 1862,Adidas Women high quality product,Clothing,Women,FMCG,Adidas,M-5665,Blue,M,3.02,Piece,S620,Supplier_13,Vietnam,1218.57,1395.31,1536.08,12,10,13-02-2025,Active
P11863,BBNTKGCT,Samsung Accessory 1863,Samsung Accessory high quality product,Electronics,Accessory,FMCG,Samsung,M-7887,White,L,4.13,Piece,S551,Supplier_18,USA,279.84,375.62,335.15,5,134,09-01-2026,Active
P11864,DU1WC19B,Samsung Women 1864,Samsung Women high quality product,Clothing,Women,FMCG,Samsung,M-5329,Red,L,0.12,Piece,S779,Supplier_28,China,2924.69,4295.03,3344.07,5,146,15-02-2024,Active
P11865,JN3IDQ0H,Adidas Women 1865,Adidas Women high quality product,Clothing,Women,Fashion,Adidas,M-8181,Gray,NA,5.4,Piece,S995,Supplier_23,USA,3523.81,4342.06,4374.11,18,187,27-08-2023,Active
P11866,S8BAH05Q,Samsung Kids 1866,Samsung Kids high quality product,Clothing,Kids,FMCG,Samsung,M-1516,White,S,0.77,Piece,S964,Supplier_41,USA,163.43,223.78,188.21,5,176,26-10-2023,Active
P11867,OQKYHQTF,Lenovo Mobile 1867,Lenovo Mobile high quality product,Electronics,Mobile,Electronics,Lenovo,M-3646,Green,XL,9.67,Piece,S395,Supplier_31,India,231.99,343.13,254.69,18,91,31-12-2023,Active
P11868,CWD1IIHM,Nestle Mobile 1868,Nestle Mobile high quality product,Electronics,Mobile,FMCG,Nestle,M-7141,White,S,3.74,Piece,S711,Supplier_45,Germany,3119.41,3708.19,3534.91,5,111,16-03-2025,Active
