StoreID,StoreCode,StoreName,StoreType,StoreFormat,AddressLine1,AddressLine2,City,StateProvince,PostalCode,Country,Region,Latitude,Longitude,StoreManager,ManagerEmail,ManagerPhone,StoreSizeSqFt,NumberOfEmployees,OpeningDate,ClosingDate,IsFranchise,StoreStatus,TargetRevenue
1160,SRC-1160,SRC London Store 1160,Retail,Medium,914 Main Street,,London,England,29073,UK,Europe,52.305463,-32.966111,Manager 1160,manager1160@srcstores.com,-5745861,38381,32,24-09-2015,,TRUE,Renovation,10597174.48
1161,SRC-1161,SRC Seattle Store 1161,Outlet,Medium,832 Main Street,,Seattle,WA,86628,USA,North America,64.471596,91.44978,Manager 1161,manager1161@srcstores.com,-4553062,8703,274,23-08-2012,,FALSE,Renovation,7591890.75
1162,SRC-1162,SRC Shanghai Store 1162,Flagship,Large,785 Main Street,,Shanghai,Shanghai,53276,China,Asia,-46.793769,-10.292685,Manager 1162,manager1162@srcstores.com,-9914994,46738,187,20-04-2010,,TRUE,Renovation,16497749.07
1163,SRC-1163,SRC Shanghai Store 1163,Outlet,Medium,46 Main Street,,Shanghai,Shanghai,31845,China,Asia,-61.627041,-60.005125,Manager 1163,manager1163@srcstores.com,-4992967,40576,215,10-04-2010,,FALSE,Renovation,12502612.43
1164,SRC-1164,SRC Chicago Store 1164,Retail,Small,167 Main Street,,Chicago,IL,24463,USA,North America,85.67151,-155.860983,Manager 1164,manager1164@srcstores.com,-6365938,17768,119,28-04-2014,,FALSE,Active,16927714.38
1165,SRC-1165,SRC Berlin Store 1165,Flagship,Large,778 Main Street,,Berlin,Berlin,98971,Germany,Europe,-80.760007,-113.59369,Manager 1165,manager1165@srcstores.com,-4945540,47489,35,23-11-2020,,FALSE,Active,13079666.59
1166,SRC-1166,SRC London Store 1166,Retail,Small,137 Main Street,,London,England,36757,UK,Europe,88.291421,-101.359368,Manager 1166,manager1166@srcstores.com,-5143809,25288,198,24-02-2017,,TRUE,Active,5262814.4
1167,SRC-1167,SRC Shanghai Store 1167,Outlet,Medium,825 Main Street,,Shanghai,Shanghai,21492,China,Asia,-81.679413,27.330925,Manager 1167,manager1167@srcstores.com,-8837207,40071,221,13-03-2015,,TRUE,Renovation,2916834.47
1168,SRC-1168,SRC Berlin Store 1168,Mall,Large,700 Main Street,,Berlin,Berlin,69642,Germany,Europe,-66.746182,-108.946059,Manager 1168,manager1168@srcstores.com,-5686008,3619,157,18-08-2013,,FALSE,Closed,2276040.43
1169,SRC-1169,SRC Chicago Store 1169,Outlet,Medium,396 Main Street,,Chicago,IL,79927,USA,North America,33.963364,-20.476698,Manager 1169,manager1169@srcstores.com,-4992501,49578,239,13-11-2010,,TRUE,Closed,3412365.23
1170,SRC-1170,SRC London Store 1170,Mall,Medium,703 Main Street,,London,England,49783,UK,Europe,9.260111,-79.520741,Manager 1170,manager1170@srcstores.com,-4250839,24733,220,01-07-2018,,FALSE,Active,19051932.91
1171,SRC-1171,SRC Shanghai Store 1171,Mall,Medium,231 Main Street,,Shanghai,Shanghai,17292,China,Asia,-52.590671,-46.875057,Manager 1171,manager1171@srcstores.com,-5131774,6475,189,21-06-2019,,FALSE,Renovation,11862095.1
1172,SRC-1172,SRC Pune Store 1172,Mall,Medium,278 Main Street,,Pune,Maharashtra,87044,India,Asia,-27.300357,-174.925497,Manager 1172,manager1172@srcstores.com,-4626806,36559,11,26-11-2015,,FALSE,Closed,11952926.88
1173,SRC-1173,SRC New York Store 1173,Mall,Small,316 Main Street,,New York,NY,79691,USA,North America,48.423777,105.324002,Manager 1173,manager1173@srcstores.com,-5196198,5871,60,10-09-2010,29-03-2013,TRUE,Closed,16734897.74
1174,SRC-1174,SRC London Store 1174,Mall,Medium,226 Main Street,,London,England,96396,UK,Europe,-2.588562,117.114025,Manager 1174,manager1174@srcstores.com,-6889949,14651,149,10-07-2011,,FALSE,Active,19843558.07
1175,SRC-1175,SRC Chicago Store 1175,Flagship,Small,968 Main Street,,Chicago,IL,43667,USA,North America,33.41505,-101.245882,Manager 1175,manager1175@srcstores.com,-8514566,13308,217,14-08-2020,,FALSE,Active,6242753.3
1176,SRC-1176,SRC New York Store 1176,Mall,Large,651 Main Street,,New York,NY,38141,USA,North America,2.861331,-129.511967,Manager 1176,manager1176@srcstores.com,-2445383,2151,66,05-02-2019,,FALSE,Active,14621142.2
1177,SRC-1177,SRC Shanghai Store 1177,Retail,Medium,319 Main Street,,Shanghai,Shanghai,74136,China,Asia,24.331202,-63.051418,Manager 1177,manager1177@srcstores.com,-8497150,21961,269,01-02-2018,,TRUE,Active,7693018
1178,SRC-1178,SRC San Francisco Store 1178,Mall,Small,260 Main Street,,San Francisco,CA,16696,USA,North America,25.694057,67.088211,Manager 1178,manager1178@srcstores.com,-7943626,30754,165,14-05-2012,,FALSE,Closed,10725974.23
1179,SRC-1179,SRC Seattle Store 1179,Outlet,Large,414 Main Street,,Seattle,WA,40148,USA,North America,27.255713,-16.643757,Manager 1179,manager1179@srcstores.com,-5526416,46749,185,27-04-2010,,FALSE,Closed,5215714.73
1180,SRC-1180,SRC San Francisco Store 1180,Mall,Large,968 Main Street,,San Francisco,CA,83438,USA,North America,-70.036768,-63.287928,Manager 1180,manager1180@srcstores.com,-1244452,47927,160,05-06-2012,,FALSE,Active,12946602.45
1181,SRC-1181,SRC Seattle Store 1181,Mall,Medium,377 Main Street,,Seattle,WA,58706,USA,North America,-26.820524,146.206296,Manager 1181,manager1181@srcstores.com,-4804380,16334,73,07-03-2011,04-09-2014,FALSE,Closed,18885164.98
1182,SRC-1182,SRC Seattle Store 1182,Flagship,Medium,922 Main Street,,Seattle,WA,79635,USA,North America,-46.859587,-54.788783,Manager 1182,manager1182@srcstores.com,-2149412,36312,119,25-11-2010,,FALSE,Active,19647399.98
1183,SRC-1183,SRC Pune Store 1183,Mall,Medium,729 Main Street,,Pune,Maharashtra,12396,India,Asia,-52.010718,40.502052,Manager 1183,manager1183@srcstores.com,-7920498,4192,236,17-10-2016,,TRUE,Active,7181424.8
1184,SRC-1184,SRC Mumbai Store 1184,Mall,Large,282 Main Street,,Mumbai,Maharashtra,58964,India,Asia,3.229273,-126.601066,Manager 1184,manager1184@srcstores.com,-3733264,17144,146,17-05-2013,,TRUE,Closed,18071979.83
1185,SRC-1185,SRC San Francisco Store 1185,Outlet,Medium,139 Main Street,,San Francisco,CA,12932,USA,North America,31.136348,-132.057707,Manager 1185,manager1185@srcstores.com,-1279291,28127,261,22-06-2012,,TRUE,Closed,3009019.73
1186,SRC-1186,SRC Shanghai Store 1186,Flagship,Large,436 Main Street,,Shanghai,Shanghai,68844,China,Asia,78.063291,7.76033,Manager 1186,manager1186@srcstores.com,-5078047,10993,165,02-03-2018,,FALSE,Active,2721530.9
1187,SRC-1187,SRC San Francisco Store 1187,Flagship,Medium,642 Main Street,,San Francisco,CA,14341,USA,North America,-1.296107,-24.417309,Manager 1187,manager1187@srcstores.com,-1679452,35813,78,22-01-2019,,FALSE,Closed,11539699.74
1188,SRC-1188,SRC London Store 1188,Flagship,Large,487 Main Street,,London,England,23712,UK,Europe,30.61535,-102.590105,Manager 1188,manager1188@srcstores.com,-4005159,12128,268,28-12-2016,,FALSE,Renovation,3450182.51
1189,SRC-1189,SRC Hanoi Store 1189,Outlet,Medium,242 Main Street,,Hanoi,Hanoi,55932,Vietnam,Asia,-62.772495,-47.218845,Manager 1189,manager1189@srcstores.com,-5372026,47906,239,06-03-2014,,TRUE,Active,17429648.47
1190,SRC-1190,SRC Hanoi Store 1190,Retail,Small,22 Main Street,,Hanoi,Hanoi,30113,Vietnam,Asia,-6.266245,175.509651,Manager 1190,manager1190@srcstores.com,-8639477,21093,59,07-11-2011,,TRUE,Closed,15412689.61
1191,SRC-1191,SRC San Francisco Store 1191,Outlet,Small,940 Main Street,,San Francisco,CA,67752,USA,North America,-58.77676,-61.793574,Manager 1191,manager1191@srcstores.com,-7526188,24038,104,11-09-2017,,TRUE,Closed,16041184.3
1192,SRC-1192,SRC Berlin Store 1192,Mall,Small,200 Main Street,,Berlin,Berlin,87991,Germany,Europe,76.401512,-99.177,Manager 1192,manager1192@srcstores.com,-2380367,34958,120,23-04-2019,,FALSE,Active,1373278.99
1193,SRC-1193,SRC Hanoi Store 1193,Retail,Medium,230 Main Street,,Hanoi,Hanoi,45804,Vietnam,Asia,20.221141,84.465411,Manager 1193,manager1193@srcstores.com,-1212560,37138,278,25-12-2010,,FALSE,Active,12388518.39
1194,SRC-1194,SRC Seattle Store 1194,Retail,Medium,352 Main Street,,Seattle,WA,46319,USA,North America,-63.794367,175.898081,Manager 1194,manager1194@srcstores.com,-8886642,32815,57,01-03-2020,,TRUE,Closed,19783366.75
1195,SRC-1195,SRC Chicago Store 1195,Outlet,Medium,135 Main Street,,Chicago,IL,25246,USA,North America,61.306699,34.449994,Manager 1195,manager1195@srcstores.com,-4500869,28698,111,17-07-2012,,FALSE,Active,4965398.94
1196,SRC-1196,SRC San Francisco Store 1196,Retail,Large,919 Main Street,,San Francisco,CA,68528,USA,North America,-63.804456,147.368493,Manager 1196,manager1196@srcstores.com,-4918824,28947,205,20-08-2016,,FALSE,Active,14398166.16
1197,SRC-1197,SRC Berlin Store 1197,Flagship,Medium,819 Main Street,,Berlin,Berlin,45519,Germany,Europe,9.357271,-21.803876,Manager 1197,manager1197@srcstores.com,-1147856,35122,175,10-03-2010,09-10-2011,TRUE,Active,16040007.6
1198,SRC-1198,SRC Berlin Store 1198,Flagship,Large,650 Main Street,,Berlin,Berlin,61191,Germany,Europe,-42.714744,38.98411,Manager 1198,manager1198@srcstores.com,-1817284,48148,265,08-02-2010,,TRUE,Active,17202046.78
1199,SRC-1199,SRC New York Store 1199,Flagship,Large,742 Main Street,,New York,NY,27928,USA,North America,-49.459819,-84.684151,Manager 1199,manager1199@srcstores.com,-9501784,9891,288,17-05-2018,,FALSE,Renovation,8217589.9
1200,SRC-1200,SRC Hanoi Store 1200,Retail,Medium,986 Main Street,,Hanoi,Hanoi,91744,Vietnam,Asia,-16.476903,150.583002,Manager 1200,manager1200@srcstores.com,-5049616,15407,262,27-02-2017,19-07-2020,FALSE,Active,4619299.03
1201,SRC-1201,SRC Shanghai Store 1201,Flagship,Large,467 Main Street,,Shanghai,Shanghai,59707,China,Asia,-49.354471,-156.0535,Manager 1201,manager1201@srcstores.com,-3515133,33042,221,09-06-2012,,FALSE,Active,18994813.72
1202,SRC-1202,SRC Pune Store 1202,Outlet,Small,327 Main Street,,Pune,Maharashtra,24873,India,Asia,-26.624777,-80.357479,Manager 1202,manager1202@srcstores.com,-6573951,46099,293,01-10-2017,,FALSE,Active,19041454.01
1203,SRC-1203,SRC Berlin Store 1203,Outlet,Small,326 Main Street,,Berlin,Berlin,36885,Germany,Europe,-86.920912,63.813112,Manager 1203,manager1203@srcstores.com,-1408053,33601,83,27-07-2011,01-08-2016,FALSE,Active,16719317.38
1204,SRC-1204,SRC Shanghai Store 1204,Flagship,Large,584 Main Street,,Shanghai,Shanghai,95831,China,Asia,-17.76209,-138.514354,Manager 1204,manager1204@srcstores.com,-2018945,43651,91,12-07-2013,,FALSE,Active,18163765.09
1205,SRC-1205,SRC San Francisco Store 1205,Flagship,Large,921 Main Street,,San Francisco,CA,98173,USA,North America,-40.306472,24.909559,Manager 1205,manager1205@srcstores.com,-6667215,23248,30,26-02-2019,,FALSE,Active,13503760.56
1206,SRC-1206,SRC San Francisco Store 1206,Outlet,Small,243 Main Street,,San Francisco,CA,32675,USA,North America,-25.808294,53.233161,Manager 1206,manager1206@srcstores.com,-9298564,35104,269,22-08-2020,,TRUE,Closed,1024547.68
1207,SRC-1207,SRC Berlin Store 1207,Retail,Small,328 Main Street,,Berlin,Berlin,80284,Germany,Europe,73.725606,-106.170404,Manager 1207,manager1207@srcstores.com,-2134546,13676,122,05-03-2018,,FALSE,Active,5963062.91
1208,SRC-1208,SRC Seattle Store 1208,Retail,Large,317 Main Street,,Seattle,WA,86246,USA,North America,-86.264488,-108.069167,Manager 1208,manager1208@srcstores.com,-9689230,21518,111,18-08-2013,,FALSE,Closed,15244184.79
1209,SRC-1209,SRC Chicago Store 1209,Mall,Medium,137 Main Street,,Chicago,IL,84137,USA,North America,3.897983,-96.025115,Manager 1209,manager1209@srcstores.com,-3858880,12653,207,15-04-2016,11-12-2019,TRUE,Active,3986977.71
1210,SRC-1210,SRC Pune Store 1210,Flagship,Medium,267 Main Street,,Pune,Maharashtra,54569,India,Asia,7.259357,-148.393978,Manager 1210,manager1210@srcstores.com,-7684495,47122,255,25-02-2010,,TRUE,Active,1507272.27
1211,SRC-1211,SRC London Store 1211,Flagship,Large,708 Main Street,,London,England,37240,UK,Europe,-4.036513,-14.956408,Manager 1211,manager1211@srcstores.com,-3370196,16771,24,24-10-2010,,FALSE,Active,16616018.12
1212,SRC-1212,SRC Berlin Store 1212,Mall,Medium,296 Main Street,,Berlin,Berlin,43608,Germany,Europe,30.688919,-175.710803,Manager 1212,manager1212@srcstores.com,-9157821,35664,107,22-08-2013,,FALSE,Active,8018412.58
1213,SRC-1213,SRC New York Store 1213,Flagship,Large,433 Main Street,,New York,NY,96969,USA,North America,20.201112,-106.491284,Manager 1213,manager1213@srcstores.com,-2326557,41946,44,10-12-2019,,FALSE,Renovation,12342670.71
1214,SRC-1214,SRC Berlin Store 1214,Outlet,Large,588 Main Street,,Berlin,Berlin,91799,Germany,Europe,-81.501561,-52.91479,Manager 1214,manager1214@srcstores.com,-5482620,6968,160,08-09-2020,,TRUE,Active,10544866.94
1215,SRC-1215,SRC London Store 1215,Retail,Large,196 Main Street,,London,England,10778,UK,Europe,31.591542,31.274048,Manager 1215,manager1215@srcstores.com,-6378577,27953,202,02-06-2016,,TRUE,Active,10927427.34
1216,SRC-1216,SRC Berlin Store 1216,Outlet,Medium,405 Main Street,,Berlin,Berlin,94289,Germany,Europe,11.843778,-13.063141,Manager 1216,manager1216@srcstores.com,-4054142,34918,266,08-09-2017,,FALSE,Active,16102294.23
1217,SRC-1217,SRC Shanghai Store 1217,Flagship,Large,565 Main Street,,Shanghai,Shanghai,99828,China,Asia,-49.326968,70.506508,Manager 1217,manager1217@srcstores.com,-5441299,43634,156,11-03-2018,14-02-2022,TRUE,Active,19031925.74
1218,SRC-1218,SRC London Store 1218,Retail,Medium,958 Main Street,,London,England,51659,UK,Europe,-38.595137,143.538761,Manager 1218,manager1218@srcstores.com,-1111863,45800,62,05-07-2014,,TRUE,Renovation,7779356.28
1219,SRC-1219,SRC Pune Store 1219,Mall,Small,372 Main Street,,Pune,Maharashtra,99632,India,Asia,84.245426,16.826198,Manager 1219,manager1219@srcstores.com,-5010763,22845,72,11-06-2017,,FALSE,Active,5889592.88
1220,SRC-1220,SRC Mumbai Store 1220,Flagship,Small,154 Main Street,,Mumbai,Maharashtra,98861,India,Asia,29.102961,79.054131,Manager 1220,manager1220@srcstores.com,-5858021,20356,131,01-09-2015,,TRUE,Active,15272487.92
1221,SRC-1221,SRC Berlin Store 1221,Retail,Large,940 Main Street,,Berlin,Berlin,32643,Germany,Europe,71.440542,-43.800566,Manager 1221,manager1221@srcstores.com,-9069096,2647,39,30-07-2015,,FALSE,Renovation,15076655.26
1222,SRC-1222,SRC Seattle Store 1222,Outlet,Small,386 Main Street,,Seattle,WA,19925,USA,North America,-67.430611,142.479903,Manager 1222,manager1222@srcstores.com,-8043591,21378,84,15-06-2020,,FALSE,Active,10088708.19
1223,SRC-1223,SRC Hanoi Store 1223,Flagship,Medium,203 Main Street,,Hanoi,Hanoi,41071,Vietnam,Asia,-77.334176,43.620736,Manager 1223,manager1223@srcstores.com,-8859088,47549,138,10-11-2011,20-08-2015,FALSE,Renovation,17570712.19
1224,SRC-1224,SRC San Francisco Store 1224,Mall,Small,611 Main Street,,San Francisco,CA,37858,USA,North America,41.257284,94.631488,Manager 1224,manager1224@srcstores.com,-4059714,2660,87,19-07-2018,,FALSE,Active,11951583.19
1225,SRC-1225,SRC London Store 1225,Outlet,Medium,379 Main Street,,London,England,14422,UK,Europe,33.349583,156.401985,Manager 1225,manager1225@srcstores.com,-5753128,35339,165,14-09-2019,,FALSE,Closed,18385339
1226,SRC-1226,SRC Hanoi Store 1226,Outlet,Small,437 Main Street,,Hanoi,Hanoi,91502,Vietnam,Asia,48.625595,82.036696,Manager 1226,manager1226@srcstores.com,-6020019,36962,202,11-11-2011,,FALSE,Closed,1359801.37
1227,SRC-1227,SRC San Francisco Store 1227,Mall,Large,736 Main Street,,San Francisco,CA,26031,USA,North America,-68.450361,-119.250769,Manager 1227,manager1227@srcstores.com,-8350417,16459,73,04-01-2013,01-02-2018,TRUE,Renovation,10200265.73
1228,SRC-1228,SRC Mumbai Store 1228,Flagship,Medium,801 Main Street,,Mumbai,Maharashtra,76002,India,Asia,-17.395346,-62.984105,Manager 1228,manager1228@srcstores.com,-6008022,4213,90,27-08-2010,,TRUE,Active,18904527.32
1229,SRC-1229,SRC Seattle Store 1229,Flagship,Large,617 Main Street,,Seattle,WA,66698,USA,North America,11.338011,-80.677578,Manager 1229,manager1229@srcstores.com,-6721627,11679,296,10-06-2017,,FALSE,Active,10672076.83
1230,SRC-1230,SRC Seattle Store 1230,Flagship,Medium,614 Main Street,,Seattle,WA,49153,USA,North America,69.812915,87.309121,Manager 1230,manager1230@srcstores.com,-1764442,18515,42,22-12-2017,,FALSE,Active,2661771.05
1231,SRC-1231,SRC London Store 1231,Mall,Small,370 Main Street,,London,England,89709,UK,Europe,-42.286867,40.237845,Manager 1231,manager1231@srcstores.com,-2919989,12075,115,14-10-2013,,FALSE,Active,7786260.17
1232,SRC-1232,SRC Chicago Store 1232,Mall,Medium,77 Main Street,,Chicago,IL,40244,USA,North America,-52.124362,152.320502,Manager 1232,manager1232@srcstores.com,-7069145,26848,141,17-01-2018,,TRUE,Active,17244227.89
1233,SRC-1233,SRC San Francisco Store 1233,Mall,Large,225 Main Street,,San Francisco,CA,25805,USA,North America,-62.482976,-10.806309,Manager 1233,manager1233@srcstores.com,-6533146,48562,60,12-04-2019,,FALSE,Renovation,1438442.21
1234,SRC-1234,SRC London Store 1234,Retail,Small,294 Main Street,,London,England,96924,UK,Europe,-68.915603,114.388744,Manager 1234,manager1234@srcstores.com,-4944932,23300,260,01-07-2019,,TRUE,Active,12226115.1
1235,SRC-1235,SRC New York Store 1235,Retail,Large,705 Main Street,,New York,NY,66495,USA,North America,17.890557,-81.675885,Manager 1235,manager1235@srcstores.com,-9205892,30303,61,05-02-2012,,FALSE,Renovation,4858875.05
1236,SRC-1236,SRC Seattle Store 1236,Flagship,Small,878 Main Street,,Seattle,WA,77403,USA,North America,15.582757,135.590048,Manager 1236,manager1236@srcstores.com,-5874517,43335,65,25-06-2017,,FALSE,Active,8958307.29
1237,SRC-1237,SRC Hanoi Store 1237,Flagship,Large,921 Main Street,,Hanoi,Hanoi,42283,Vietnam,Asia,60.335324,31.843969,Manager 1237,manager1237@srcstores.com,-2703210,8768,124,18-11-2014,,FALSE,Active,11301698.75
1238,SRC-1238,SRC Seattle Store 1238,Retail,Large,608 Main Street,,Seattle,WA,89520,USA,North America,52.121496,-135.585044,Manager 1238,manager1238@srcstores.com,-3115075,31889,266,27-08-2016,,FALSE,Active,14624558.93
1239,SRC-1239,SRC Berlin Store 1239,Outlet,Large,679 Main Street,,Berlin,Berlin,84638,Germany,Europe,-53.029556,121.719135,Manager 1239,manager1239@srcstores.com,-5239803,44130,229,26-12-2010,,FALSE,Active,8854786.49
1240,SRC-1240,SRC London Store 1240,Mall,Large,192 Main Street,,London,England,66521,UK,Europe,-78.090393,12.841878,Manager 1240,manager1240@srcstores.com,-5459760,14172,257,04-08-2015,29-08-2019,TRUE,Closed,1966875.46
1241,SRC-1241,SRC Hanoi Store 1241,Flagship,Medium,86 Main Street,,Hanoi,Hanoi,53611,Vietnam,Asia,69.905003,48.728427,Manager 1241,manager1241@srcstores.com,-9831511,34102,246,09-03-2013,,FALSE,Renovation,12834019.88
1242,SRC-1242,SRC Mumbai Store 1242,Mall,Large,291 Main Street,,Mumbai,Maharashtra,70221,India,Asia,-39.151931,-145.145792,Manager 1242,manager1242@srcstores.com,-6090673,23461,271,01-02-2010,,FALSE,Active,6445910.89
1243,SRC-1243,SRC Hanoi Store 1243,Mall,Small,808 Main Street,,Hanoi,Hanoi,37547,Vietnam,Asia,65.890687,3.57692,Manager 1243,manager1243@srcstores.com,-5720128,35781,54,11-08-2019,,TRUE,Active,8715422.11
1244,SRC-1244,SRC Chicago Store 1244,Mall,Small,164 Main Street,,Chicago,IL,69379,USA,North America,-9.990665,-136.678094,Manager 1244,manager1244@srcstores.com,-3841612,36618,160,23-01-2014,,TRUE,Active,17377484.08
1245,SRC-1245,SRC London Store 1245,Outlet,Large,499 Main Street,,London,England,11313,UK,Europe,-45.60976,-81.342446,Manager 1245,manager1245@srcstores.com,-4872610,15996,248,02-08-2018,,FALSE,Active,10407344.8
1246,SRC-1246,SRC San Francisco Store 1246,Outlet,Large,616 Main Street,,San Francisco,CA,25843,USA,North America,-85.684858,-32.574307,Manager 1246,manager1246@srcstores.com,-2331751,36298,133,20-08-2015,,TRUE,Active,9594384.18
1247,SRC-1247,SRC Hanoi Store 1247,Flagship,Large,165 Main Street,,Hanoi,Hanoi,11179,Vietnam,Asia,-80.551204,97.789327,Manager 1247,manager1247@srcstores.com,-4557588,34739,166,04-10-2018,,TRUE,Renovation,19577721.32
1248,SRC-1248,SRC Hanoi Store 1248,Retail,Small,763 Main Street,,Hanoi,Hanoi,84162,Vietnam,Asia,-31.62951,-169.686198,Manager 1248,manager1248@srcstores.com,-3819742,40235,283,03-11-2016,,TRUE,Active,8755428.22
1249,SRC-1249,SRC London Store 1249,Mall,Medium,244 Main Street,,London,England,60904,UK,Europe,54.063626,110.629357,Manager 1249,manager1249@srcstores.com,-6839065,29224,289,09-09-2017,,TRUE,Active,13127949.54
1250,SRC-1250,SRC Berlin Store 1250,Flagship,Medium,578 Main Street,,Berlin,Berlin,48567,Germany,Europe,-65.065254,-127.99697,Manager 1250,manager1250@srcstores.com,-6703790,12453,85,19-05-2016,,FALSE,Active,17843886.27
1251,SRC-1251,SRC San Francisco Store 1251,Retail,Small,649 Main Street,,San Francisco,CA,19484,USA,North America,66.807107,-117.061946,Manager 1251,manager1251@srcstores.com,-2694936,29145,158,20-08-2019,,FALSE,Renovation,1855374.73
1252,SRC-1252,SRC San Francisco Store 1252,Outlet,Small,66 Main Street,,San Francisco,CA,62828,USA,North America,33.553334,-25.512735,Manager 1252,manager1252@srcstores.com,-1533301,37157,176,28-02-2019,,TRUE,Active,1308141.96
1253,SRC-1253,SRC San Francisco Store 1253,Retail,Medium,873 Main Street,,San Francisco,CA,42678,USA,North America,17.142196,-170.845313,Manager 1253,manager1253@srcstores.com,-6960348,44462,141,21-05-2011,,FALSE,Closed,9715848.64
1254,SRC-1254,SRC Berlin Store 1254,Flagship,Medium,636 Main Street,,Berlin,Berlin,33618,Germany,Europe,-60.662909,-61.70604,Manager 1254,manager1254@srcstores.com,-8963046,15673,12,28-02-2016,01-01-2021,TRUE,Closed,14938707.55
1255,SRC-1255,SRC London Store 1255,Mall,Small,520 Main Street,,London,England,21149,UK,Europe,-21.08363,-40.014877,Manager 1255,manager1255@srcstores.com,-7569454,20437,136,04-06-2012,,FALSE,Active,4854874.8
1256,SRC-1256,SRC Chicago Store 1256,Mall,Large,501 Main Street,,Chicago,IL,38462,USA,North America,-72.523408,39.037721,Manager 1256,manager1256@srcstores.com,-1825107,35928,164,04-04-2012,,FALSE,Active,15564626.39
1257,SRC-1257,SRC New York Store 1257,Retail,Medium,713 Main Street,,New York,NY,50389,USA,North America,-56.793709,108.836226,Manager 1257,manager1257@srcstores.com,-3198972,20742,14,01-12-2017,,FALSE,Active,4521349.34
1258,SRC-1258,SRC Pune Store 1258,Outlet,Small,855 Main Street,,Pune,Maharashtra,95271,India,Asia,77.114312,61.977515,Manager 1258,manager1258@srcstores.com,-2007706,9934,284,09-01-2015,,TRUE,Active,13024617.91
1259,SRC-1259,SRC London Store 1259,Retail,Medium,745 Main Street,,London,England,85114,UK,Europe,33.732553,81.049885,Manager 1259,manager1259@srcstores.com,-4479780,31845,118,02-12-2020,,TRUE,Active,12614762.51
1260,SRC-1260,SRC Seattle Store 1260,Outlet,Small,902 Main Street,,Seattle,WA,73409,USA,North America,52.774521,33.863119,Manager 1260,manager1260@srcstores.com,-7365764,44929,235,12-09-2012,,TRUE,Renovation,16372635.86
1261,SRC-1261,SRC Hanoi Store 1261,Retail,Small,877 Main Street,,Hanoi,Hanoi,28989,Vietnam,Asia,-42.813516,-38.863136,Manager 1261,manager1261@srcstores.com,-5312639,23625,81,22-09-2014,,TRUE,Active,16469934.11
1262,SRC-1262,SRC Shanghai Store 1262,Mall,Large,381 Main Street,,Shanghai,Shanghai,72570,China,Asia,-68.884857,89.600645,Manager 1262,manager1262@srcstores.com,-1379680,6760,91,11-03-2013,,FALSE,Renovation,7526385.66
1263,SRC-1263,SRC Seattle Store 1263,Flagship,Large,24 Main Street,,Seattle,WA,11824,USA,North America,-39.130736,-172.607621,Manager 1263,manager1263@srcstores.com,-3479775,44024,103,11-07-2016,,TRUE,Active,8338429.04
1264,SRC-1264,SRC Hanoi Store 1264,Mall,Medium,974 Main Street,,Hanoi,Hanoi,92553,Vietnam,Asia,37.503451,-123.295758,Manager 1264,manager1264@srcstores.com,-5341998,15380,89,04-03-2016,,FALSE,Active,7265941.02
1265,SRC-1265,SRC Chicago Store 1265,Flagship,Small,439 Main Street,,Chicago,IL,17795,USA,North America,-86.881167,62.501276,Manager 1265,manager1265@srcstores.com,-4844426,20864,17,12-10-2011,,FALSE,Active,5634435.67
1266,SRC-1266,SRC Pune Store 1266,Retail,Large,718 Main Street,,Pune,Maharashtra,48418,India,Asia,-21.025091,51.166429,Manager 1266,manager1266@srcstores.com,-6683792,2853,67,02-01-2013,,FALSE,Active,11393302.96
1267,SRC-1267,SRC Pune Store 1267,Retail,Medium,447 Main Street,,Pune,Maharashtra,89321,India,Asia,-47.216868,40.308572,Manager 1267,manager1267@srcstores.com,-8189894,37485,273,06-01-2017,,TRUE,Active,12507278.74
1268,SRC-1268,SRC Chicago Store 1268,Flagship,Medium,420 Main Street,,Chicago,IL,66536,USA,North America,-1.319574,-74.231866,Manager 1268,manager1268@srcstores.com,-7298162,44805,130,11-07-2015,,FALSE,Closed,4343919.01
1269,SRC-1269,SRC Mumbai Store 1269,Outlet,Medium,961 Main Street,,Mumbai,Maharashtra,52126,India,Asia,-44.350805,-70.797146,Manager 1269,manager1269@srcstores.com,-6691900,38036,161,07-01-2017,,FALSE,Active,19066352.32
1270,SRC-1270,SRC San Francisco Store 1270,Flagship,Medium,924 Main Street,,San Francisco,CA,71049,USA,North America,-45.251224,152.172872,Manager 1270,manager1270@srcstores.com,-1955492,20113,218,05-06-2013,,FALSE,Active,5958636.9
1271,SRC-1271,SRC Chicago Store 1271,Retail,Medium,928 Main Street,,Chicago,IL,41579,USA,North America,28.727549,-149.275168,Manager 1271,manager1271@srcstores.com,-7513946,19210,163,24-05-2017,,TRUE,Active,14593554.61
1272,SRC-1272,SRC London Store 1272,Outlet,Medium,522 Main Street,,London,England,45156,UK,Europe,15.410027,-126.910248,Manager 1272,manager1272@srcstores.com,-8786301,48336,157,06-08-2018,28-04-2022,TRUE,Active,17640849.65
1273,SRC-1273,SRC Hanoi Store 1273,Outlet,Medium,291 Main Street,,Hanoi,Hanoi,72301,Vietnam,Asia,19.78613,-66.273401,Manager 1273,manager1273@srcstores.com,-1351973,26752,194,12-08-2019,,TRUE,Active,7346720.88
